Names,Meanings,Sentences,Tags,Level,Collocations,Synonyms,Pronunciations,Name
"provoke
provocation
provocative","引き起こす、挑発する
誘発、挑発
挑発的な","This guy is always trying to provoke people on Twitter.
His remarks provoked a strong reaction from other members.","感情・思考, 数量・論理, 英検",3,,,,provoke
pushover,押され弱い人、騙されやすい人、カモ、簡単にできること,"I think he is no pushover. 彼は騙されやすい人ではないと思う
Stop being a pushover and stand up for yourself. 人の言いなりになるのはやめて、毅然とした態度を取りなさい
*Getting up early in the morning is a pushover for me. 朝早く起きることなんて私にとっては朝飯前だよ","人・職業, 英検",3,,,,pushover
questionable,疑わしい,It is questionable whether this is a good way of solving the problem.,英検,2,,skeptical,,questionable
"rational / irrational
rationally
rationalize
rationalization
rationale","合理的な、理性的な / 不合理な
合理的に、理性的に
合理化する、正当化する
合理化
論理的根拠","Tomy's decision are always rational and logical, but sometimes I think they're a bit harsh.
Let’s stop this irrational argument.
He had an irrational belief in his own invulnerability to harm.
I can't believe that you're still trying to rationalize your decision to plagiarize my essay.","便利, 優劣・是非, 性格・態度, 数量・論理, 英検",4,,,,rational
"rectify
rectifiable
rectification","修正する、間違いを正す
訂正できる
訂正、修正","The mistake can easily be rectified.
It's not too late to rectify matters.
The politician wants to rectify his damaged reputation before the next election.",英検,2,,,,rectify
"recur
recurrent
recurrence","再び起こる、再帰する
繰り返し起こる、再発するような
再発、繰り返し",Their son often woke up screaming from the recurrent nightmare.,"IT・工学, 時間・頻度, 英検",4,,,,recur
"redeem
redeemable","補う、現金に換える
換金できる",The great performances of the actors redeem the flaws in the story. 俳優たちの名演技が、ストーリーの弱点を補っている,"ビジネス・経済, 英検",4,,,,redeemable
"refurbish
refurbished
refurbishment","改修する、改装する
再整備された、新古の
改修","The couple refurbished their whole house in the past year.
I bought a refurbished laptop.",英検,3,,,,refurbished
regime,政治体制、政権、体制,The communist regime in that country collapsed in the late 20th century.,"社会・国家, 英検",4,,,,regime
"regulate / deregulate
regulation / deregulation
regular","規制する / 規制緩和する
規制 / 規制緩和
常連客",Plans to deregulate that industry have been met with protest.,"ビジネス・経済, 人・職業, 英検",2,,,,regulate
"relent
relentless","安らぐ
執拗な、無慈悲な、容赦ない、過酷な、絶え間なく続く",Her manager put relentless pressure on her to meet sales targets.,"感情・思考, 時間・頻度, 英検",4,"attack
practice",,,relent
"relevant / irrelevant
relevance","適切な、関係のある / 無関係な
関連性","I want to get a new degree, but I don't think it's really relevant to my job.
That evidence is irrelevant to the case.
The book explores the relevance of the ancient teachings to modern-day life.","便利, 数量・論理, 英検",3,,,,relevant
"rely
reliable
reliance
reliant","信頼する、頼る
信頼できる
信頼、依存
依存している","He was a very reliable and honest man who would never betray anyone.
Many companies are reliant on cheap labor to make their goods.","性格・態度, 感情・思考, 英検",1,,,,reliable
"render
rendition","ある状態にする、表現する、提供する、与える、翻訳する、演奏する
表現、描写、演奏","Their band released a rock rendition of the popular hip hop song.
The manual was rendered useless after it got soaked in the rain.","影響・妨害, 芸術・音楽, 英検",4,,,,render
"reprimand
reprimand A for B","叱責、叱責する
〜を〜のことで叱責する
〜のことで叱責される","He was reprimanded for having missed two days at the office without leave. 彼は 2 日間会社を無断欠勤して注意を受けた
His teacher reprimanded him for using his phone during class. 先生は授業中に電話を使ったことで彼を叱った。","感情・思考, 英検",3,,,,reprimand
reside,居住する、存在する、所属する,"He returned to Britain in 1939, having resided abroad for many years.
The problem resides in her inability to be quiet when needed.",英検,4,,,,reside
"resonate
resonant
resonance","響く、響かせる、心に響く、共感を呼ぶ、感銘を与える
鳴り響く
響き、反響","Her voice resonated through the theatre.
I loved it. The author's final message really resonated with me.
The candidate’s optimistic message about the future resonated with many voters.
His powerful singing voice resonated throughout the concert hall.","優劣・是非, 感情・思考, 物理・化学, 英検",3,,,,resonate
retreat,引っ込む、後退する、避難、避難所,My father always retreats to his study when he wants to be alone.,"社会・国家, 英検",4,,,,retreat
"robust
robustly
robustness",たくましい、しっかりとした、強固な、健全な、力強い,Only the most robust people can manage to work in Antarctica.,"IT・工学, 人・職業, 英検",4,,,,robust
"sanitize
sanitary / unsanitary
sanitation","消毒する、(都合が悪い部分を)削除する
衛生的な / 不衛生な
（公衆）衛生","I think this video is a highly sanitized version of what he really wanted to say.
I avoid using public bathrooms because they're so unsanitary.
Poor sanitation used to cause the spread of many diseases.","医療・健康, 英検",3,,,,sanitize
"savor
savory","かみしめる、堪能する、食べる、香り、味、風味
塩味の、しょっぱい","Tomorrow the team will be back at practice, but tonight they are savoring this victory.","英検, 食べ物・料理",3,,,,savory
"scheme
schemative
schematic
schematically","企む、企み、計画
体系化する
図式の
図式的に",Our new financial scheme is based on careful research and development.,"カタカナ・象徴語, ビジネス・経済, 英検",3,,,,scheme
"scrutinize
scrutiny","精査する、詳しく調べる
精査、詳しく調べること",The scientists scrutinized the report for any possible errors.,"ビジネス・経済, 英検",4,,,,scrutinize
sector,部門、地域,There are plans to sell the hospital to the private sector.,"ビジネス・経済, 便利, 社会・国家, 英検",3,,,,sector
